"","spp","gname","FBgn","v3","cyt","pos","chr","startp","stopp"
"252","Dmel","CG12726","FBgn0030487","","11F8-11F8","","",NA,NA
"253","Dmel","CG30265","FBgn0050265","2-101","59B2-59B2","2R:22832456..22834580(1)","2R",22832456,22834580
"254","Dmel","CG30130","FBgn0050130","","56D15-56D15","","",NA,NA
"255","Dmel","Gr59b","FBgn0045482","2-102","59C3-59C3","2R:23082203..23083366(1)","2R",23082203,23083366
"256","Dmel","HLH4C","FBgn0011277","1-8","4C10-4C11","X:4645127..4647414(-1)","X",4645127,4647414
"257","Dmel","CG14174","FBgn0036036","3-31","67C5-67C5","3L:9719328..9720464(1)","3L",9719328,9720464
"258","Dmel","CG12710","FBgn0040630","","100C4-100C4","","",NA,NA
"259","Dmel","Ir56a","FBgn0050125","2-88","56B3-56B3","2R:19094267..19096174(-1)","2R",19094267,19096174
"260","Dmel","snoRNA:Psi28S-2949","FBgn0082981","2-60","45A2-45A2","2R:9095372..9095526(1)","2R",9095372,9095526
"261","Dmel","snoRNA:Me28S-G3255a","FBgn0082928","2-60","45A3-45A3","2R:9095996..9096080(1)","2R",9095996,9096080
"262","Dmel","snoRNA:Me28S-A982a","FBgn0082943","2-60","45A3-45A3","2R:9096237..9096313(1)","2R",9096237,9096313
"263","Dmel","snoRNA:Me28S-A982b","FBgn0082942","2-60","45A3-45A3","2R:9096506..9096582(1)","2R",9096506,9096582
"264","Dmel","snoRNA:Me28S-G3255b","FBgn0082927","2-60","45A3-45A3","2R:9096763..9096844(1)","2R",9096763,9096844
"265","Dmel","otu","FBgn0003023","1-23","7F1-7F1","X:8485008..8489535(-1)","X",8485008,8489535
"266","Dmel","CG1640","FBgn0030478","1-43","11F1-11F1","X:13370606..13380160(1)","X",13370606,13380160
"267","Dmel","lectin-46Ca","FBgn0040093","2-61","46B4-46B4","2R:9817300..9818535(1)","2R",9817300,9818535
"268","Dmel","Trap1","FBgn0026761","2-55","42C1-42C1","2R:6633647..6636262(-1)","2R",6633647,6636262
"269","Dmel","l(2)k14501","FBgn0264311","","","","",NA,NA
"270","Dmel","Gr59d","FBgn0041236","2-102","59C4-59C4","2R:23103941..23105169(-1)","2R",23103941,23105169
"271","Dmel","CG14325","FBgn0038531","3-61","90B6-90B7","3R:17627127..17629012(1)","3R",17627127,17629012
"272","Dmel","CG30379","FBgn0050379","2-57","43F4-43F4","2R:7939956..7941870(1)","2R",7939956,7941870
"273","Dmel","CG1791","FBgn0030163","1-30","9A3-9A3","X:9963453..9964878(-1)","X",9963453,9964878
"274","Dmel","Tengl2","FBgn0052463","2-5","22D5-22D5","2L:2238304..2239384(-1)","2L",2238304,2239384
"275","Dmel","CG42486","FBgn0259989","2-45","33A3-33A3","2L:11843137..11844063(1)","2L",11843137,11844063
"276","Dmel","CG15739","FBgn0030347","1-37","10F2-10F2","X:11873319..11875346(1)","X",11873319,11875346
"277","Dmel","Ir60b","FBgn0259185","2-107","60D3-60D3","2R:24515685..24517458(1)","2R",24515685,24517458
"278","Dmel","Or45b","FBgn0033422","2-61","45F1-45F1","2R:9559598..9561068(1)","2R",9559598,9561068
"279","Dmel","Phf7","FBgn0031091","1-64","19B3-19C1","X:20160355..20165830(-1)","X",20160355,20165830
"280","Dmel","CG12970","FBgn0034047","2-75","52C8-52C8","2R:15855961..15857522(1)","2R",15855961,15857522
"281","Dmel","CG30378","FBgn0050378","2-57","43F6-43F6","2R:7950339..7951492(1)","2R",7950339,7951492
"282","Dmel","CG30477","FBgn0050477","","51B7-51B7","","",NA,NA
"283","Dmel","CG3225","FBgn0031631","2-13","25A6-25A7","2L:4815613..4818245(-1)","2L",4815613,4818245
"284","Dmel","Tengl4","FBgn0037857","3-50","86C12-86C13","3R:10950284..10951797(1)","3R",10950284,10951797
"285","Dmel","CG32079","FBgn0052079","3-34","68A1-68A1","3L:11025561..11027332(1)","3L",11025561,11027332
"286","Dmel","mir-4976","FBgn0263517","2-55","42D4-42D4","2R:6835533..6835635(-1)","2R",6835533,6835635
"287","Dmel","CG14479","FBgn0034228","","54B18-54B18","","",NA,NA
"288","Dmel","CG14491","FBgn0034284","2-84","55A1-55A1","2R:17895078..17895578(1)","2R",17895078,17895578
"289","Dmel","CG14492","FBgn0034283","2-84","55A1-55A1","2R:17893682..17894342(-1)","2R",17893682,17894342
"290","Dmel","l(3)CHd","FBgn0086420","","","","",NA,NA
"291","Dmel","CG32070","FBgn0052070","","68A1-68A1","","",NA,NA
"292","Dmel","CG3436","FBgn0031229","2-0.5","21B3-21B3","2L:156029..157666(1)","2L",156029,157666
"293","Dmel","hts","FBgn0263391","2-89","56D3-56D5","2R:19397032..19424903(-1)","2R",19397032,19424903
"294","Dmel","CG3032","FBgn0029928","1-18","6E4-6E4","X:7012239..7013881(-1)","X",7012239,7013881
"295","Dmel","CG1998","FBgn0030485","1-43","11F4-11F4","X:13409369..13413074(-1)","X",13409369,13413074
"296","Dmel","CG14519","FBgn0039619","","98F5-98F5","","",NA,NA
"297","Dmel","CG14532","FBgn0031966","","28D2-28D2","","",NA,NA
"298","Dmel","CG14574","FBgn0037104","","78D7-78D7","","",NA,NA
"299","Dmel","dpr10","FBgn0052057","3-32","67D9-67D10","3L:10147454..10186108(-1)","3L",10147454,10186108
"300","Dmel","CG13366","FBgn0025633","1-0","1B11-1B12","X:585081..620195(-1)","X",585081,620195
"301","Dmel","Pfrx","FBgn0027621","1-62","18C8-18C8","X:19495505..19509350(1)","X",19495505,19509350
"302","Dmel","sty","FBgn0014388","3-8","63D2-63D3","3L:3401153..3424935(-1)","3L",3401153,3424935
"303","Dmel","CG32080","FBgn0052080","","68A1-68A1","","",NA,NA
"304","Dmel","CG32083","FBgn0052083","","68C1-68C1","","",NA,NA
"305","Dmel","CG32233","FBgn0052233","","64C3-64C3","","",NA,NA
"306","Dmel","blue","FBgn0283709","","70C15-70D1","","",NA,NA
"307","Dmel","8D2","FBgn0264356","","","","",NA,NA
"308","Dmel","CG3557","FBgn0031423","2-6","22E1-22E1","2L:2384761..2385792(-1)","2L",2384761,2385792
"309","Dmel","CG3513","FBgn0031559","2-10","24B1-24B1","2L:3692699..3693182(-1)","2L",3692699,3693182
"310","Dmel","CG32137","FBgn0052137","3-41","70C6-70C7","3L:13939250..13962647(1)","3L",13939250,13962647
"311","Dmel","CG32151","FBgn0052151","","72A4-72A4","","",NA,NA
"312","Dmel","CG43773","FBgn0264295","2-11","24D3-24D3","2L:4007690..4007984(1)","2L",4007690,4007984
"313","Dmel","sad","FBgn0003312","3-51","87A1-87A1","3R:11877235..11879754(1)","3R",11877235,11879754
"314","Dmel","CG14739","FBgn0037987","3-51","87A5-87A5","3R:12048253..12049213(-1)","3R",12048253,12049213
"315","Dmel","CG15475","FBgn0032867","2-54","38D1-38D1","2L:20614522..20615559(1)","2L",20614522,20615559
"316","Dmel","stc","FBgn0001978","2-51","35C2-35C2","2L:15113480..15118069(1)","2L",15113480,15118069
"317","Dmel","Swip-1","FBgn0032731","2-54","37B8-37B8","2L:18977519..18987280(-1)","2L",18977519,18987280
"318","Dmel","CG3610","FBgn0038266","3-56","88D5-88D5","3R:14845043..14846737(1)","3R",14845043,14846737
"319","Dmel","mir-4975","FBgn0263518","2-55","42C6-42C6","2R:6707163..6707273(-1)","2R",6707163,6707273
"320","Dmel","CG32254","FBgn0052254","","64A5-64A5","","",NA,NA
"321","Dmel","CG32275","FBgn0052275","","63C5-63C5","","",NA,NA
"322","Dmel","CG14810","FBgn0029589","1-0.2","2B10-2B10","X:1819495..1820341(-1)","X",1819495,1820341
"323","Dmel","mir-4964","FBgn0263519","1-26","8C1-8C1","X:8965801..8965912(1)","X",8965801,8965912
"324","Dmel","Act88F","FBgn0000047","3-57","88F5-88F5","3R:15439969..15442177(1)","3R",15439969,15442177
"325","Dmel","CG14997","FBgn0035515","3-10","64A10-64A10","3L:4240173..4242603(1)","3L",4240173,4242603
"326","Dmel","CG32336","FBgn0052336","","61F1-61F1","","",NA,NA
"327","Dmel","CG5316","FBgn0038704","3-66","92A3-92A3","3R:19403455..19406294(1)","3R",19403455,19406294
"328","Dmel","mir-927","FBgn0262210","1-52","14A3-14A3","X:15965947..15966038(-1)","X",15965947,15966038
"329","Dmel","B0462","FBgn0259652","","","","",NA,NA
"330","Dmel","l(3)1025","FBgn0260488","","","","",NA,NA
"331","Dmel","mir-965","FBgn0262252","2-0.5","21B5-21B5","2L:243035..243141(-1)","2L",243035,243141
"332","Dmel","Or65b","FBgn0041624","3-16","65A14-65A14","3L:6325612..6327049(1)","3L",6325612,6327049
"333","Dmel","CG32440","FBgn0052440","3-47","78C8-78C8","3L:21360179..21361229(1)","3L",21360179,21361229
"334","Dmel","CG32494","FBgn0052494","","16F4-16F4","","",NA,NA
"335","Dmel","CG5347","FBgn0030578","1-49","12F4-12F4","X:14776774..14777983(1)","X",14776774,14777983
"336","Dmel","CG32521","FBgn0052521","1-65","19F2-19F3","X:21205310..21281171(-1)","X",21205310,21281171
"337","Dmel","CG32586","FBgn0052586","","13E1-13E1","","",NA,NA
"338","Dmel","CG34030","FBgn0054030","3-19","65E3-65E3","3L:7073476..7075247(-1)","3L",7073476,7075247
"339","Dmel","l(3)CHe","FBgn0086421","","","","",NA,NA
"340","Dmel","CG32504","FBgn0052504","","19D2-19D2","","",NA,NA
"341","Dmel","l(3)CHf","FBgn0086422","","","","",NA,NA
"342","Dmel","mir-4945","FBgn0263520","3-51","86E5-86E5","3R:11442192..11442306(-1)","3R",11442192,11442306
"343","Dmel","CG32613","FBgn0052613","","12D1-12D1","","",NA,NA
"344","Dmel","CG32614","FBgn0052614","","12E2-12E2","","",NA,NA
"345","Dmel","CG32710","FBgn0052710","","8B2-8B2","","",NA,NA
"346","Dmel","GluRIID","FBgn0028422","3-69","92F4-92F4","3R:20648595..20652450(-1)","3R",20648595,20652450
"347","Dmel","CG30500","FBgn0050500","","43B1-43B1","","",NA,NA
"348","Dmel","Or98a","FBgn0039551","3-94","98B4-98B4","3R:27845950..27847260(1)","3R",27845950,27847260
"349","Dmel","CG5561","FBgn0031333","2-3","22A1-22A1","2L:1352970..1354109(-1)","2L",1352970,1354109
"350","Dmel","CG32741","FBgn0052741","","6C7-6C7","","",NA,NA
"351","Dmel","CG5568","FBgn0035641","3-15","64F3-64F3","3L:5871501..5873518(1)","3L",5871501,5873518
"352","Dmel","l(3)9374","FBgn0260489","","","","",NA,NA
"353","Dmel","CG16721","FBgn0029820","1-14","5C6-5C6","X:5879869..5883391(1)","X",5879869,5883391
"354","Dmel","Vml","FBgn0085362","1-0.9","2F4-2F4","X:2275822..2277781(1)","X",2275822,2277781
"355","Dmel","CG32802","FBgn0052802","","2C1-2C1","","",NA,NA
"356","Dmel","CG32804","FBgn0052804","","2C9-2C10","","",NA,NA
"357","Dmel","Toll-4","FBgn0032095","2-35","30A1-30A1","2L:9084107..9089440(1)","2L",9084107,9089440
"358","Dmel","CG18266","FBgn0031724","2-17","25F1-25F1","2L:5596833..5598636(1)","2L",5596833,5598636
"359","Dmel","ppk19","FBgn0039679","3-99","99B7-99B7","3R:29672456..29674223(1)","3R",29672456,29674223
"360","Dmel","CG18482","FBgn0028891","","35D2-35D2","","",NA,NA
"361","Dmel","CG16998","FBgn0035795","3-21","66A5-66A5","3L:7539060..7539836(-1)","3L",7539060,7539836
"362","Dmel","CG44215","FBgn0265146","3-54","88A10-88A10","3R:14153990..14154441(-1)","3R",14153990,14154441
"363","Dmel","mthl12","FBgn0045442","3-53","87E7-87E7","3R:13353673..13355413(1)","3R",13353673,13355413
"364","Dmel","MtnD","FBgn0053192","3-69","92F1-92F1","3R:20534962..20535301(1)","3R",20534962,20535301
"365","Dmel","CG16894","FBgn0034483","2-90","56F9-56F9","2R:20211585..20212619(-1)","2R",20211585,20212619
"366","Dmel","CG5758","FBgn0032666","2-53","36E5-36E5","2L:18119995..18129862(1)","2L",18119995,18129862
"367","Dmel","CG7183","FBgn0038583","3-62","90F7-90F7","3R:18218147..18220699(-1)","3R",18218147,18220699
"368","Dmel","rtet","FBgn0028468","3-70","93B12-93B12","3R:21108446..21110834(1)","3R",21108446,21110834
"369","Dmel","Jon66Cii","FBgn0035887","3-24","66C10-66C10","3L:8392820..8393649(-1)","3L",8392820,8393649
"370","Dmel","Gr68a","FBgn0041231","3-36","68D4-68D4","3L:11751305..11752474(1)","3L",11751305,11752474
"371","Dmel","CG5906","FBgn0036217","3-37","68E2-68E2","3L:11870457..11871305(-1)","3L",11870457,11871305
"372","Dmel","Slc45-1","FBgn0035968","3-28","67A3-67A3","3L:9203065..9208853(-1)","3L",9203065,9208853
"373","Dmel","CG5767","FBgn0034292","2-84","55B1-55B2","2R:18046386..18047484(-1)","2R",18046386,18047484
"374","Dmel","Or33a","FBgn0026392","2-45","33B2-33B2","2L:11934505..11935716(1)","2L",11934505,11935716
"375","Dmel","CG18538","FBgn0034324","2-85","55C2-55C2","2R:18297070..18297751(1)","2R",18297070,18297751
"376","Dmel","CG18545","FBgn0037812","3-49","86B1-86B1","3R:10340949..10341668(1)","3R",10340949,10341668
"377","Dmel","yellow-f","FBgn0041710","3-53","87D7-87D7","3R:12991449..12993201(-1)","3R",12991449,12993201
"378","Dmel","CtIP","FBgn0036991","3-47","77C3-77C3","3L:20436250..20438370(1)","3L",20436250,20438370
"379","Dmel","capu","FBgn0000256","2-11","24C8-24C9","2L:3872646..3902860(-1)","2L",3872646,3902860
"380","Dmel","CG7381","FBgn0038098","3-53","87D5-87D6","3R:12967775..12977471(-1)","3R",12967775,12977471
"381","Dmel","B0538","FBgn0259653","","","","",NA,NA
"382","Dmel","ACXC","FBgn0040508","2-47","34A2-34A2","2L:12912530..12916774(1)","2L",12912530,12916774
"383","Dmel","Adgf-B","FBgn0036751","3-45","75A1-75A1","3L:17748833..17750588(-1)","3L",17748833,17750588
"384","Dmel","CG7366","FBgn0035855","3-22","66B12-66B12","3L:8201078..8202417(-1)","3L",8201078,8202417
"385","Dmel","viaf","FBgn0036237","3-38","68F1-68F1","3L:11991853..11993179(-1)","3L",11991853,11993179
"386","Dmel","Eig71Ej","FBgn0014850","3-43","71E5-71E5","3L:15660549..15661015(-1)","3L",15660549,15661015
"387","Dmel","CG7509","FBgn0035575","3-12","64B17-64B17","3L:4803077..4805274(-1)","3L",4803077,4805274
"388","Dmel","l(3)CHa","FBgn0086417","","","","",NA,NA
"389","Dmel","CG14042","FBgn0260451","2-15","25C1-25C1","2L:5037709..5040818(1)","2L",5037709,5040818
"390","Dmel","CG7543","FBgn0036164","","68C9-68C9","","",NA,NA
"391","Dmel","CG12730","FBgn0029771","1-12","5A2-5A2","X:5516608..5518771(1)","X",5516608,5518771
"392","Dmel","CG9072","FBgn0030614","1-49","13A11-13A11","X:15095458..15096042(-1)","X",15095458,15096042
"393","Dmel","l(3)CHb","FBgn0086418","","","","",NA,NA
"394","Dmel","CR33797","FBgn0053797","4-0","102C4-102C4","4:843274..843973(1)","4",843274,843973
"395","Dmel","mir-992","FBgn0262334","2-91","57A6-57A6","2R:20585314..20585405(-1)","2R",20585314,20585405
"396","Dmel","CG7794","FBgn0038565","3-62","90E1-90E1","3R:18023707..18025378(1)","3R",18023707,18025378
"397","Dmel","CG7791","FBgn0033038","2-55","41F9-41F9","2R:5758065..5760407(-1)","2R",5758065,5760407
"398","Dmel","CG34447","FBgn0085476","2-6","22E1-22E1","2L:2418422..2420013(-1)","2L",2418422,2420013
"399","Dmel","mir-4969","FBgn0263521","3-73","93F10-93F10","3R:21798514..21798671(-1)","3R",21798514,21798671
"400","Dmel","mir-929","FBgn0262214","3-47.1","82A1-82A1","3R:4295369..4295456(1)","3R",4295369,4295456
"401","Dmel","snRNA:U1:95Ca","FBgn0004185","3-81","95C5-95C5","3R:23859467..23859630(-1)","3R",23859467,23859630
"402","Dmel","Menl-1","FBgn0029154","2-80","53C4-53C4","2R:16414815..16419398(-1)","2R",16414815,16419398
"403","Dmel","CG11042","FBgn0030094","","8C14-8C14","","",NA,NA
"404","Dmel","suffix\ORF","FBgn0266118","","","","",NA,NA
"405","Dmel","mir-4982","FBgn0263522","2-86","55E9-55E9","2R:18720169..18720287(1)","2R",18720169,18720287
"406","Dmel","snRNA:U6:96Ac","FBgn0004190","3-85","96A7-96A7","3R:24557215..24557321(1)","3R",24557215,24557321
"407","Dmel","CG10474","FBgn0034427","2-88","56C7-56C7","2R:19285395..19286730(-1)","2R",19285395,19286730
"408","Dmel","CG9471","FBgn0037749","3-49","85E8-85E8","3R:9770532..9771542(-1)","3R",9770532,9771542
"409","Dmel","CG11297","FBgn0011295","2-","21E2-21E2","","",NA,NA
"410","Dmel","Cyp6t2Psi","FBgn0041336","2-54","39C1-39C1","2L:21282811..21284273(-1)","2L",21282811,21284273
"411","Dmel","mir-133","FBgn0262445","2-54","38D1-38D1","2L:20616617..20616714(1)","2L",20616617,20616714
"412","Dmel","CG9663","FBgn0031516","2-9","23E1-23E3","2L:3294926..3303130(-1)","2L",3294926,3303130
"413","Dmel","snRNA:U2:34ABa","FBgn0004191","2-47","34A9-34A9","2L:13211925..13212116(-1)","2L",13211925,13212116
"414","Dmel","mir-4972","FBgn0263523","2-10","24A3-24A3","2L:3636967..3637073(-1)","2L",3636967,3637073
"415","Dmel","Gr22d","FBgn0045498","2-3","22B2-22B2","2L:1789141..1790361(-1)","2L",1789141,1790361
"416","Dmel","5SrRNA:CR33380","FBgn0053380","2-90","56E2-56E2","2R:19756141..19756275(-1)","2R",19756141,19756275
"417","Dmel","5SrRNA:CR33381","FBgn0053381","2-90","56E2-56E2","2R:19755772..19755906(-1)","2R",19755772,19755906
"418","Dmel","5SrRNA:CR33383","FBgn0053383","2-90","56E2-56E2","2R:19755034..19755168(-1)","2R",19755034,19755168
"419","Dmel","5SrRNA:CR33388","FBgn0053388","2-90","56E2-56E2","2R:19753189..19753323(-1)","2R",19753189,19753323
"420","Dmel","5SrRNA:CR33389","FBgn0053389","2-90","56E2-56E2","2R:19752816..19752950(-1)","2R",19752816,19752950
"421","Dmel","5SrRNA:CR33398","FBgn0053398","2-90","56E2-56E2","2R:19749512..19749646(-1)","2R",19749512,19749646
"422","Dmel","5SrRNA:CR33399","FBgn0053399","2-90","56E2-56E2","2R:19749143..19749277(-1)","2R",19749143,19749277
"423","Dmel","CG13021","FBgn0029669","1-3","3D5-3D5","X:3514316..3515757(1)","X",3514316,3515757
"424","Dmel","Or59a","FBgn0026384","2-103","59E1-59E1","2R:23439868..23441065(-1)","2R",23439868,23441065
"425","Dmel","GS5246","FBgn0263073","","","","",NA,NA
"426","Dmel","5SrRNA:CR33354","FBgn0053354","2-90","56E2-56E2","2R:19765775..19765909(-1)","2R",19765775,19765909
"427","Dmel","snRNA:U7","FBgn0053504","3-8","63E4-63E4","3L:3593823..3593893(1)","3L",3593823,3593893
"428","Dmel","snoRNA:U3:54Ab","FBgn0065047","2-82","54A2-54A2","2R:17145654..17145826(1)","2R",17145654,17145826
"429","Dmel","Or85d","FBgn0037594","3-48","85A3-85A3","3R:8552608..8553968(1)","3R",8552608,8553968
"430","Dmel","CG13157","FBgn0033732","2-67","49A3-49A4","2R:12416044..12418231(1)","2R",12416044,12418231
"431","Dmel","CG11986","FBgn0037656","3-48","85C2-85C2","3R:9015446..9016822(1)","3R",9015446,9016822
"432","Dmel","axed","FBgn0035708","3-17","65C1-65C1","3L:6609325..6619113(1)","3L",6609325,6619113
"433","Dmel","CR33629","FBgn0053629","3-49","85F8-85F8","3R:10061686..10062314(1)","3R",10061686,10062314
"434","Dmel","CG11842","FBgn0039629","3-97","98F6-98F6","3R:29052680..29053913(1)","3R",29052680,29053913
"435","Dmel","snmRNA:204","FBgn0065101","1-42","11E1-11E1","X:13128596..13128630(-1)","X",13128596,13128630
"436","Dmel","snmRNA:400","FBgn0065095","1-0.2","2B2-2B2","X:1558349..1558400(-1)","X",1558349,1558400
"437","Dmel","Rac1","FBgn0010333","3-0","61F5-61F5","3L:1300879..1302683(-1)","3L",1300879,1302683
"438","Dmel","snmRNA:765","FBgn0065083","2-15","25C9-25C9","2L:5193471..5193516(1)","2L",5193471,5193516
"439","Dmel","CR33701","FBgn0053701","3-29","67B11-67B11","3L:9513645..9513959(-1)","3L",9513645,9513959
"440","Dmel","snmRNA:157","FBgn0065105","3-94","98A6-98A6","3R:27560928..27560970(-1)","3R",27560928,27560970
"441","Dmel","Prosbeta3","FBgn0026380","3-48","85C2-85C2","3R:9005313..9006226(-1)","3R",9005313,9006226
"442","Dmel","snmRNA:838","FBgn0065081","3-31","67C5-67C5","3L:9716803..9716875(1)","3L",9716803,9716875
"443","Dmel","mir-3643","FBgn0263629","2-84","54E8-54E8","2R:17766393..17766460(-1)","2R",17766393,17766460
"444","Dmel","CG46193","FBgn0267905","","","Y:3263180..3263488(1)","Y",3263180,3263488
"445","Dmel","l(1)G0193","FBgn0027280","1-21","7C9-7C9","X:7941478..7946908(-1)","X",7941478,7946908
"446","Dmel","snoRNA:Psi28S-1936","FBgn0082993","2-64","48A3-48A3","2R:11588183..11588331(-1)","2R",11588183,11588331
"447","Dmel","snoRNA:Psi28S-1153","FBgn0083006","2-68","50B1-50B1","2R:13557539..13557686(-1)","2R",13557539,13557686
"448","Dmel","snoRNA:Me18S-C1366","FBgn0082951","2-72","51B6-51B6","2R:14621782..14621881(1)","2R",14621782,14621881
"449","Dmel","CG13407","FBgn0038931","3-74","94A2-94A2","3R:22103414..22105590(1)","3R",22103414,22105590
"450","Dmel","CG13479","FBgn0040811","","70E2-70E2","","",NA,NA
"451","Dmel","Cby","FBgn0067317","3-73","93F14-93F14","3R:21868003..21868770(1)","3R",21868003,21868770
"452","Dmel","mir-4911","FBgn0263525","3-58","89A5-89A5","3R:15836287..15836354(-1)","3R",15836287,15836354
"453","Dmel","CG31101","FBgn0051101","","100A7-100A7","","",NA,NA
"454","Dmel","CG31112","FBgn0051112","","96B19-96B19","","",NA,NA
"455","Dmel","CG4038","FBgn0011824","2-92","57B20-57B20","2R:21095958..21097305(-1)","2R",21095958,21097305
"456","Dmel","CG31199","FBgn0051199","3-69","92F10-92F10","3R:20742800..20743869(-1)","3R",20742800,20743869
"457","Dmel","CG13711","FBgn0035572","3-12","64B16-64B16","3L:4757883..4758708(1)","3L",4757883,4758708
"458","Dmel","CG13542","FBgn0034809","","59C1-59C1","","",NA,NA
"459","Dmel","CG13416","FBgn0038906","","93F14-93F14","","",NA,NA
"460","Dmel","Gr93a","FBgn0041229","3-73","93F13-93F13","3R:21832503..21834013(1)","3R",21832503,21834013
"461","Dmel","Gr57a","FBgn0041240","2-92","57B1-57B1","2R:20685605..20686910(-1)","2R",20685605,20686910
"462","Dmel","dbb","FBgn0086409","","","","",NA,NA
"463","Dmel","CG13594","FBgn0035041","2-107","60D9-60D10","2R:24615423..24638588(-1)","2R",24615423,24638588
"464","Dmel","CG13590","FBgn0035012","2-107","60D1-60D1","2R:24493256..24493948(-1)","2R",24493256,24493948
"465","Dmel","Obp58d","FBgn0034770","2-101","59A3-59A3","2R:22706934..22707772(1)","2R",22706934,22707772
"466","Dmel","CG31019","FBgn0051019","3-101","99F11-100A1","3R:30597004..30599296(1)","3R",30597004,30599296
