"module","size","p-val","Bonf","nInTerm","ont","termName"
"black",2886,3.3e-05,0.28,49,"BP","protein folding"
"black",2886,3.4e-05,0.29,12,"BP","cleavage involved in rRNA processing"
"black",2886,3.4e-05,0.29,12,"BP","extracellular matrix assembly"
"black",2886,3.4e-05,0.29,12,"MF","RNA polymerase II general transcription "
"black",2886,3.4e-05,0.29,10,"BP","meiotic chromosome separation"
"black",2886,3.4e-05,0.29,10,"CC","condensed nuclear chromosome, centromeri"
"black",2886,3.4e-05,0.29,10,"CC","Prp19 complex"
"black",2886,3.4e-05,0.29,10,"MF","aminoacyl-tRNA editing activity"
"black",2886,3.4e-05,0.29,10,"MF","rRNA methyltransferase activity"
"black",2886,3.5e-05,0.3,27,"MF","protein kinase regulator activity"
"black",2886,3.5e-05,0.3,152,"MF","zinc ion binding"
"black",2886,3.6e-05,0.3,24,"BP","germ-line stem cell division"
"black",2886,3.6e-05,0.3,11,"BP","maturation of 5.8S rRNA from tricistroni"
"black",2886,3.6e-05,0.3,11,"CC","exosome (RNase complex)"
"black",2886,3.6e-05,0.3,11,"CC","anaphase-promoting complex"
"black",2886,3.6e-05,0.31,89,"BP","male gamete generation"
"black",2886,3.9e-05,0.33,28,"BP","protein lipidation"
"black",2886,4.2e-05,0.36,35,"BP","protein methylation"
"black",2886,4.3e-05,0.36,18,"BP","GPI anchor biosynthetic process"
"black",2886,4.3e-05,0.36,18,"MF","basal RNA polymerase II transcription ma"
"black",2886,4.7e-05,0.4,15,"BP","production of small RNA involved in gene"
"black",2886,5e-05,0.43,80,"MF","protein-containing complex binding"
"black",2886,5.1e-05,0.44,148,"BP","establishment of protein localization"
"black",2886,5.2e-05,0.44,284,"MF","carbohydrate derivative binding"
"black",2886,5.5e-05,0.47,33,"BP","mitotic cytokinesis"
"black",2886,5.7e-05,0.48,7,"BP","pre-replicative complex assembly involve"
"black",2886,5.7e-05,0.48,7,"BP","peptidyl-arginine methylation"
"black",2886,5.7e-05,0.48,7,"BP","histone arginine methylation"
"black",2886,5.7e-05,0.48,7,"BP","peptidyl-arginine N-methylation"
"black",2886,5.7e-05,0.48,7,"BP","rRNA base methylation"
"black",2886,5.7e-05,0.48,7,"CC","transcription factor TFIIH core complex"
"black",2886,5.7e-05,0.48,7,"CC","prefoldin complex"
"black",2886,5.7e-05,0.48,7,"CC","Yb body"
"black",2886,5.7e-05,0.48,7,"CC","cytoplasmic U snRNP body"
"black",2886,5.7e-05,0.48,7,"MF","DNA clamp loader activity"
"black",2886,5.7e-05,0.48,7,"MF","histone-arginine N-methyltransferase act"
"black",2886,5.8e-05,0.49,19,"BP","G1/S transition of mitotic cell cycle"
"black",2886,5.8e-05,0.49,19,"CC","P-body"
"black",2886,5.9e-05,0.5,70,"BP","protein ubiquitination"
"black",2886,6e-05,0.51,14,"BP","spindle assembly involved in meiosis"
"black",2886,6e-05,0.51,14,"MF","peptidyl-prolyl cis-trans isomerase acti"
"black",2886,6e-05,0.51,45,"CC","centrosome"
"black",2886,6.1e-05,0.52,37,"BP","regulation of gene silencing"
"black",2886,6.4e-05,0.54,53,"CC","ubiquitin ligase complex"
"black",2886,7.4e-05,0.63,13,"BP","mitotic DNA damage checkpoint"
"black",2886,7.4e-05,0.63,13,"BP","negative regulation of mitotic nuclear d"
"black",2886,7.4e-05,0.63,16,"BP","regulation of response to DNA damage sti"
"black",2886,7.5e-05,0.64,397,"BP","cell development"
"black",2886,7.8e-05,0.66,18,"CC","mediator complex"
"black",2886,8.3e-05,0.7,36,"CC","mitochondrial ribosome"
"black",2886,8.7e-05,0.74,57,"CC","microtubule organizing center"
"black",2886,8.9e-05,0.76,12,"BP","protein peptidyl-prolyl isomerization"
"black",2886,8.9e-05,0.76,12,"BP","production of miRNAs involved in gene si"
"black",2886,9.9e-05,0.84,8,"BP","nuclear pore organization"
"black",2886,9.9e-05,0.84,8,"CC","nuclear pore outer ring"
"black",2886,9.9e-05,0.84,8,"CC","post-mRNA release spliceosomal complex"
"black",2886,1e-04,0.85,25,"BP","regulation of chromatin silencing"
"black",2886,0.00011,0.89,17,"BP","centriole assembly"
"black",2886,0.00011,0.97,10,"BP","mismatch repair"
"black",2886,0.00011,0.97,10,"CC","RNA polymerase I complex"
"black",2886,0.00012,0.98,9,"BP","endomitotic cell cycle"
"black",2886,0.00012,0.98,9,"CC","U12-type spliceosomal complex"
"black",2886,0.00012,0.98,9,"CC","preribosome, small subunit precursor"
"black",2886,0.00012,0.98,9,"MF","3'-5'-exodeoxyribonuclease activity"
"black",2886,0.00012,0.98,9,"MF","RNA polymerase II CTD heptapeptide repea"
"black",2886,0.00014,1,18,"BP","transcription elongation from RNA polyme"
"black",2886,0.00014,1,18,"BP","GPI anchor metabolic process"
"black",2886,0.00014,1,30,"MF","transcription coactivator activity"
"black",2886,0.00014,1,16,"CC","euchromatin"
"black",2886,0.00015,1,125,"BP","negative regulation of transcription, DN"
"black",2886,0.00016,1,140,"BP","protein transport"
"black",2886,0.00016,1,13,"BP","DNA duplex unwinding"
"black",2886,0.00017,1,19,"BP","response to ionizing radiation"
"black",2886,0.00017,1,27,"BP","translational initiation"
"black",2886,0.00019,1,17,"BP","heterochromatin organization involved in"
"black",2886,0.00019,1,29,"BP","histone methylation"
"black",2886,2e-04,1,38,"CC","microtubule"
"black",2886,2e-04,1,20,"BP","protein targeting to mitochondrion"
"black",2886,0.00021,1,12,"BP","regulation of chromatin assembly or disa"
"black",2886,0.00021,1,12,"BP","negative regulation of DNA replication"
"black",2886,0.00021,1,12,"BP","female germ-line stem cell asymmetric di"
"black",2886,0.00023,1,6,"BP","regulation of syncytial blastoderm mitot"
"black",2886,0.00023,1,6,"BP","deoxyribonucleotide biosynthetic process"
"black",2886,0.00023,1,6,"BP","protein sumoylation"
"black",2886,0.00023,1,6,"BP","peptidyl-arginine methylation, to asymme"
"black",2886,0.00023,1,6,"BP","distributive segregation"
"black",2886,0.00023,1,6,"BP","nucleotide-excision repair, DNA incision"
"black",2886,0.00023,1,6,"BP","meiotic DNA double-strand break formatio"
"black",2886,0.00023,1,6,"BP","nuclear polyadenylation-dependent ncRNA "
"black",2886,0.00023,1,6,"BP","positive regulation of protein localizat"
"black",2886,0.00023,1,6,"CC","origin recognition complex"
"black",2886,0.00023,1,6,"CC","nuclear origin of replication recognitio"
"black",2886,0.00023,1,6,"CC","Pwp2p-containing subcomplex of 90S preri"
"black",2886,0.00023,1,6,"CC","egg coat"
"black",2886,0.00023,1,6,"MF","protein-arginine omega-N asymmetric meth"
"black",2886,0.00023,1,21,"CC","polytene chromosome interband"
"black",2886,0.00025,1,16,"BP","centriole replication"
"black",2886,0.00026,1,28,"BP","lipoprotein metabolic process"
"black",2886,0.00026,1,11,"BP","pyrimidine nucleotide biosynthetic proce"
"black",2886,0.00028,1,19,"CC","transcription elongation factor complex"
"black",2886,3e-04,1,163,"BP","positive regulation of gene expression"
"black",2886,3e-04,1,120,"MF","double-stranded DNA binding"
"black",2886,3e-04,1,24,"MF","ribonucleoprotein complex binding"
"black",2886,0.00031,1,10,"BP","homologous chromosome segregation"
"black",2886,0.00031,1,10,"CC","cyclin-dependent protein kinase holoenzy"
"black",2886,0.00031,1,10,"MF","ATP-dependent 3'-5' RNA helicase activit"
"black",2886,0.00032,1,20,"BP","positive regulation of translation"
"black",2886,0.00033,1,13,"MF","tRNA methyltransferase activity"
"black",2886,0.00036,1,7,"BP","double-strand break repair via nonhomolo"
"black",2886,0.00036,1,7,"BP","mRNA cleavage"
"black",2886,0.00036,1,7,"BP","mRNA 3'-end processing by stem-loop bind"
"black",2886,0.00036,1,7,"BP","intra-S DNA damage checkpoint"
"black",2886,0.00036,1,7,"BP","nuclear-transcribed mRNA catabolic proce"
"black",2886,0.00036,1,7,"CC","Ndc80 complex"
"black",2886,0.00036,1,7,"CC","nuclear pore central transport channel"
"black",2886,0.00036,1,7,"MF","protein-arginine N-methyltransferase act"
"black",2886,0.00036,1,7,"MF","DNA polymerase binding"
"black",2886,0.00036,1,9,"BP","base-excision repair"
"black",2886,0.00036,1,9,"BP","poly(A)+ mRNA export from nucleus"
"black",2886,0.00036,1,9,"BP","interstrand cross-link repair"
"black",2886,0.00036,1,9,"CC","Myb complex"
"black",2886,0.00036,1,9,"CC","brahma complex"
"black",2886,0.00036,1,9,"CC","Cul4-RING E3 ubiquitin ligase complex"
"black",2886,0.00036,1,9,"CC","DNA repair complex"
"black",2886,0.00036,1,9,"MF","RNA polymerase I activity"
"black",2886,0.00037,1,31,"CC","nuclear body"
"black",2886,0.00039,1,8,"BP","DNA unwinding involved in DNA replicatio"
"black",2886,0.00039,1,8,"BP","N-terminal protein amino acid acetylatio"
"black",2886,0.00039,1,8,"BP","egg activation"
"black",2886,0.00039,1,8,"BP","double-strand break repair via synthesis"
"black",2886,0.00039,1,8,"BP","positive regulation of transcription by "
"black",2886,0.00039,1,8,"MF","peptide alpha-N-acetyltransferase activi"
"black",2886,0.00044,1,16,"CC","centriole"
"black",2886,0.00044,1,12,"BP","maturation of LSU-rRNA"
"black",2886,0.00044,1,12,"CC","RNA polymerase III complex"
"black",2886,0.00049,1,20,"MF","transcription corepressor activity"
"black",2886,0.00052,1,17,"BP","gene silencing by miRNA"
"black",2886,0.00052,1,17,"BP","germ-line cyst formation"
"black",2886,0.00052,1,17,"CC","mitochondrial small ribosomal subunit"
"black",2886,0.00057,1,11,"CC","NuA4 histone acetyltransferase complex"
"black",2886,0.00057,1,11,"CC","germ cell nucleus"
"black",2886,0.00058,1,62,"MF","transcription factor binding"
"black",2886,6e-04,1,15,"BP","pole cell development"
"black",2886,6e-04,1,15,"BP","response to UV"
"black",2886,6e-04,1,18,"BP","oocyte fate determination"
"black",2886,0.00063,1,13,"MF","tRNA binding"
"black",2886,0.00063,1,34,"MF","ubiquitin protein ligase activity"
"black",2886,0.00072,1,16,"CC","transcriptional repressor complex"
"black",2886,0.00073,1,10,"BP","regulation of DNA repair"
"black",2886,0.00073,1,10,"BP","regulation of oskar mRNA translation"
"black",2886,0.00073,1,10,"CC","nuclear euchromatin"
"black",2886,0.00073,1,10,"MF","cyclin-dependent protein serine/threonin"
"black",2886,0.00074,1,20,"BP","glycolipid biosynthetic process"
"black",2886,0.00081,1,65,"BP","mitochondrion organization"
"black",2886,0.00083,1,17,"BP","germarium-derived oocyte differentiation"
"black",2886,9e-04,1,25,"BP","regulation of protein serine/threonine k"
"black",2886,0.00091,1,9,"BP","NLS-bearing protein import into nucleus"
"black",2886,0.00091,1,9,"CC","Ino80 complex"
"black",2886,0.00091,1,9,"MF","endodeoxyribonuclease activity, producin"
"black",2886,0.00093,1,5,"BP","exonucleolytic trimming to generate matu"
"black",2886,0.00093,1,5,"BP","transcription-dependent tethering of RNA"
"black",2886,0.00093,1,5,"BP","spindle assembly involved in female meio"
"black",2886,0.00093,1,5,"BP","polarity specification of anterior/poste"
"black",2886,0.00093,1,5,"BP","attachment of GPI anchor to protein"
"black",2886,0.00093,1,5,"BP","replication fork processing"
"black",2886,0.00093,1,5,"BP","CENP-A containing nucleosome assembly"
"black",2886,0.00093,1,5,"BP","kinetochore assembly"
"black",2886,0.00093,1,5,"BP","maintenance of protein location in nucle"
"black",2886,0.00093,1,5,"BP","nuclear retention of pre-mRNA at the sit"
"black",2886,0.00093,1,5,"BP","nuclear polyadenylation-dependent rRNA c"
"black",2886,0.00093,1,5,"BP","nuclear polyadenylation-dependent tRNA c"
"black",2886,0.00093,1,5,"BP","protein localization to nuclear envelope"
"black",2886,0.00093,1,5,"CC","DNA replication factor A complex"
"black",2886,0.00093,1,5,"CC","DNA replication factor C complex"
"black",2886,0.00093,1,5,"CC","Elg1 RFC-like complex"
"black",2886,0.00093,1,5,"CC","box C/D snoRNP complex"
"black",2886,0.00093,1,5,"CC","SMN complex"
"black",2886,0.00093,1,5,"CC","SMN-Sm protein complex"
"black",2886,0.00093,1,5,"CC","Rb-E2F complex"
"black",2886,0.00093,1,5,"CC","GPI-anchor transamidase complex"
"black",2886,0.00093,1,5,"CC","vitelline envelope"
"black",2886,0.00093,1,5,"CC","U2-type catalytic step 2 spliceosome"
"black",2886,0.00093,1,5,"CC","Lsm1-7-Pat1 complex"
"black",2886,0.00093,1,5,"MF","four-way junction DNA binding"
"black",2886,0.00093,1,5,"MF","DNA topoisomerase activity"
"black",2886,0.00093,1,5,"MF","U2 snRNA binding"
"black",2886,0.00093,1,5,"MF","5'-3' DNA helicase activity"
"black",2886,0.00099,1,15,"BP","germarium-derived oocyte fate determinat"
"black",2886,0.00099,1,15,"BP","regulation of DNA-templated transcriptio"
"black",2886,0.00099,1,15,"MF","endodeoxyribonuclease activity"
"black",2886,0.001,1,19,"BP","phosphatidylinositol biosynthetic proces"
"black",2886,0.0011,1,34,"BP","regulation of embryonic development"
"black",2886,0.0011,1,8,"BP","nuclear-transcribed mRNA catabolic proce"
"black",2886,0.0011,1,8,"CC","nuclear lamina"
"black",2886,0.0011,1,8,"CC","ribonuclease P complex"
"black",2886,0.0011,1,8,"CC","meiotic spindle"
"black",2886,0.0011,1,8,"MF","ribonuclease P activity"
"black",2886,0.0011,1,32,"BP","germ-line stem cell population maintenan"
"black",2886,0.0011,1,13,"BP","syncytial blastoderm mitotic cell cycle"
"black",2886,0.0011,1,11,"CC","mitochondrial intermembrane space"
"black",2886,0.0012,1,28,"MF","translation factor activity, RNA binding"
"black",2886,0.0013,1,7,"BP","protein deneddylation"
"black",2886,0.0013,1,7,"BP","tRNA 5'-leader removal"
"black",2886,0.0013,1,7,"BP","pyrimidine ribonucleotide biosynthetic p"
"black",2886,0.0013,1,7,"BP","positive regulation of mitotic metaphase"
"black",2886,0.0013,1,7,"BP","kinetochore organization"
"black",2886,0.0013,1,7,"CC","cytoplasmic exosome (RNase complex)"
"black",2886,0.0013,1,7,"CC","transcription export complex"
"black",2886,0.0013,1,7,"CC","COP9 signalosome"
"black",2886,0.0013,1,7,"CC","replication fork protection complex"
"black",2886,0.0013,1,7,"CC","polytene chromosome, telomeric region"
"black",2886,0.0013,1,7,"CC","outer mitochondrial membrane protein com"
"black",2886,0.0013,1,6,"BP","leading strand elongation"
"black",2886,0.0013,1,6,"BP","transposition, DNA-mediated"
"black",2886,0.0013,1,6,"BP","tRNA catabolic process"
"black",2886,0.0013,1,6,"BP","primary miRNA processing"
"black",2886,0.0013,1,6,"BP","U4 snRNA 3'-end processing"
"black",2886,0.0013,1,6,"BP","positive regulation of methylation-depen"
"black",2886,0.0013,1,6,"BP","RNA phosphodiester bond hydrolysis, exon"
"black",2886,0.0013,1,6,"BP","piRNA biosynthetic process"
"black",2886,0.0013,1,6,"CC","U4 snRNP"
"black",2886,0.0013,1,17,"MF","histone methyltransferase activity"
"black",2886,0.0013,1,70,"BP","spermatogenesis"
"black",2886,0.0014,1,33,"BP","regulation of RNA splicing"
"black",2886,0.0014,1,18,"CC","nuclear membrane"
"black",2886,0.0015,1,140,"CC","cytoskeleton"
"black",2886,0.0015,1,83,"BP","positive regulation of cellular protein "
"black",2886,0.0015,1,10,"CC","polytene chromosome chromocenter"
"black",2886,0.0015,1,10,"MF","RNA polymerase III activity"
"black",2886,0.0015,1,12,"BP","positive regulation of chromatin silenci"
"black",2886,0.0015,1,12,"MF","Ran GTPase binding"
"black",2886,0.0016,1,20,"MF","translation initiation factor activity"
"black",2886,0.0017,1,141,"MF","enzyme binding"
"black",2886,0.0018,1,60,"CC","cell cortex"
"black",2886,0.0018,1,38,"BP","stem cell population maintenance"
"black",2886,0.0018,1,447,"BP","cell differentiation"
"black",2886,0.0018,1,62,"BP","anterior/posterior pattern specification"
"black",2886,0.0019,1,13,"BP","regulation of pole plasm oskar mRNA loca"
"black",2886,0.0019,1,13,"MF","RNA polymerase II core promoter sequence"
"black",2886,0.0019,1,17,"MF","rRNA binding"
"black",2886,0.002,1,30,"BP","protein polyubiquitination"
"black",2886,0.0021,1,11,"MF","RNA polymerase binding"
"black",2886,0.0021,1,190,"BP","intracellular transport"
"black",2886,0.0022,1,20,"BP","neuroblast division"
"black",2886,0.0022,1,66,"BP","blastoderm segmentation"
"black",2886,0.0022,1,33,"MF","unfolded protein binding"
"black",2886,0.0023,1,204,"BP","transcription by RNA polymerase II"
"black",2886,0.0025,1,15,"BP","histone H3 acetylation"
"black",2886,0.0025,1,71,"MF","ubiquitin-like protein transferase activ"
"black",2886,0.0026,1,8,"BP","mitochondrial RNA processing"
"black",2886,0.0026,1,8,"BP","cytoplasmic translational initiation"
"black",2886,0.0026,1,8,"BP","rRNA transcription"
"black",2886,0.0026,1,8,"CC","RNA polymerase II, core complex"
"black",2886,0.0026,1,8,"CC","U2-type prespliceosome"
"black",2886,0.0026,1,8,"MF","nuclear localization sequence binding"
"black",2886,0.0026,1,8,"MF","ATP-dependent 3'-5' DNA helicase activit"
"black",2886,0.0026,1,12,"BP","positive regulation of DNA-templated tra"
"black",2886,0.0026,1,12,"BP","female germ-line cyst formation"
"black",2886,0.0027,1,16,"BP","RNA interference"
"black",2886,0.0027,1,16,"CC","spindle pole"
"black",2886,0.0027,1,16,"MF","core promoter binding"
"black",2886,0.0029,1,10,"BP","pole cell formation"
"black",2886,0.0029,1,18,"BP","nucleus localization"
"black",2886,0.003,1,70,"BP","embryonic pattern specification"
"black",2886,0.003,1,19,"BP","asymmetric neuroblast division"
"black",2886,0.003,1,19,"MF","oxidoreductase activity, acting on paire"
"black",2886,0.003,1,13,"BP","regulation of embryonic pattern specific"
"black",2886,0.003,1,13,"BP","regulation of G1/S transition of mitotic"
"black",2886,0.0033,1,7,"BP","attachment of spindle microtubules to ki"
"black",2886,0.0033,1,7,"BP","cellular protein-containing complex loca"
"black",2886,0.0033,1,7,"BP","DNA replication-independent nucleosome o"
"black",2886,0.0033,1,7,"BP","positive regulation of nuclear-transcrib"
"black",2886,0.0033,1,7,"CC","U6 snRNP"
"black",2886,0.0033,1,7,"CC","aminoacyl-tRNA synthetase multienzyme co"
"black",2886,0.0033,1,7,"CC","histone locus body"
"black",2886,0.0033,1,34,"BP","regulation of protein kinase activity"
"black",2886,0.0034,1,76,"BP","segmentation"
"black",2886,0.0036,1,11,"BP","regulation of cytokinesis"
"black",2886,0.0036,1,11,"MF","exoribonuclease activity"
"black",2886,0.0037,1,26,"BP","regulation of protein catabolic process"
"black",2886,0.0038,1,4,"BP","oocyte maturation"
"black",2886,0.0038,1,4,"BP","astral microtubule organization"
"black",2886,0.0038,1,4,"BP","DNA replication, Okazaki fragment proces"
"black",2886,0.0038,1,4,"BP","sperm aster formation"
"black",2886,0.0038,1,4,"BP","establishment of meiotic spindle localiz"
"black",2886,0.0038,1,4,"BP","protein K11-linked ubiquitination"
"black",2886,0.0038,1,4,"BP","pre-mRNA cleavage required for polyadeny"
"black",2886,0.0038,1,4,"BP","mitotic DNA replication initiation"
"black",2886,0.0038,1,4,"CC","integral component of nuclear inner memb"
"black",2886,0.0038,1,4,"CC","alpha DNA polymerase:primase complex"
"black",2886,0.0038,1,4,"CC","epsilon DNA polymerase complex"
"black",2886,0.0038,1,4,"CC","cortical microtubule cytoskeleton"
"black",2886,0.0038,1,4,"CC","mismatch repair complex"
"black",2886,0.0038,1,4,"CC","nuclear pore inner ring"
"black",2886,0.0038,1,4,"MF","GPI-anchor transamidase activity"
"black",2886,0.0038,1,4,"MF","RNA-DNA hybrid ribonuclease activity"
"black",2886,0.0038,1,4,"MF","structural constituent of chorion"
"black",2886,0.0038,1,4,"MF","double-stranded DNA 3'-5' exodeoxyribonu"
"black",2886,0.0038,1,4,"MF","U6 snRNA binding"
"black",2886,0.0038,1,4,"MF","U3 snoRNA binding"
"black",2886,0.0038,1,4,"MF","piRNA binding"
"black",2886,0.0038,1,4,"MF","ATP-dependent 5'-3' DNA helicase activit"
"black",2886,0.0039,1,16,"MF","single-stranded RNA binding"
"black",2886,0.0039,1,9,"MF","RNA polymerase II complex binding"
"black",2886,0.0039,1,9,"MF","chromatin insulator sequence binding"
"black",2886,0.004,1,6,"BP","resolution of meiotic recombination inte"
"black",2886,0.004,1,6,"BP","negative regulation of oskar mRNA transl"
"black",2886,0.004,1,6,"BP","peptidyl-methionine modification"
"black",2886,0.004,1,6,"BP","male germ-line cyst encapsulation"
"black",2886,0.004,1,6,"BP","phosphorylation of RNA polymerase II C-t"
"black",2886,0.004,1,6,"CC","synaptonemal complex"
"black",2886,0.004,1,6,"CC","multimeric ribonuclease P complex"
