Category	Term	Count	percent	PValue	Genes	List_Total	Pop_Hits	Pop_Total	Fold_Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	dme00480:Glutathione metabolism	19	0.042783157	0.057095912	"ODC1, CG32495, GSTE13, GSTT4, ODC2, PGD, SPDS, GSTS1, CG4752, GSS, GSTD1, GSTE3, GSTD3, GSTE7, GSTD7, GSTE6, GSTE5, GSTE14, GSTD8"	538	56	2402	1.514803505	0.999186102	0.276278705	49.12972491
INTERPRO	IPR023214:HAD-like domain	15	0.033776177	0.057132114	"CG2680, CG32549, CG15739, SPOCK, CG1814, CG31729, CG17294, GS1L, CG2277, CG5177, ATP7, UBLCP1, TPS1, CN-IIIB, CG15771"	1985	44	9553	1.640657202	1	0.965234924	64.19704967
INTERPRO	"IPR008753:Peptidase M13, N-terminal domain"	10	0.022517451	0.057510632	"CG14523, NEP5, CG9505, CG14528, CG5527, CG14529, NEP1, CG14526, CG14527, NEP3"	1985	25	9553	1.925037783	1	0.963101341	64.44717496
INTERPRO	"IPR016162:Aldehyde dehydrogenase, N-terminal"	6	0.013510471	0.058107644	"ALDH, CG8665, CG7470, CG31075, ALDH-III, CG17896"	1985	11	9553	2.625051523	1	0.961437567	64.83833592
INTERPRO	"IPR016163:Aldehyde dehydrogenase, C-terminal"	6	0.013510471	0.058107644	"ALDH, CG8665, CG7470, CG31075, ALDH-III, CG17896"	1985	11	9553	2.625051523	1	0.961437567	64.83833592
INTERPRO	IPR015590:Aldehyde dehydrogenase domain	6	0.013510471	0.058107644	"ALDH, CG8665, CG7470, CG31075, ALDH-III, CG17896"	1985	11	9553	2.625051523	1	0.961437567	64.83833592
UP_KEYWORDS	Nucleotide metabolism	4	0.00900698	0.058229756	"AWD, GS1L, CG8891, CN-IIIB"	2291	5	11424	3.989175033	0.999999999	0.432144759	55.96456011
INTERPRO	"IPR017853:Glycoside hydrolase, superfamily"	17	0.038279667	0.058231196	"CG15117, MAL-A4, BETAGLU, CG13397, CG7997, ECT3, AMY-D, CHT7, MAL-B2, AGBE, IDGF4, TOBI, CG8460, AMY-P, HEXO1, HEXO2, AMYREL"	1985	52	9553	1.573348188	1	0.958693521	64.91877857
UP_SEQ_FEATURE	metal ion-binding site:Calcium	4	0.00900698	0.058751977	"AMY-P, AMY-D, PXN, AMYREL"	561	5	2782	3.967201426	1	0.998611616	62.80486497
GOTERM_BP_DIRECT	GO:0034976~response to endoplasmic reticulum stress	12	0.027020941	0.060699103	"CG11594, MARF, EGM, PDI, CG9302, CG15611, MEIGO, CABP1, MTOR, ERP60, PRTP, DER-1"	1773	33	8604	1.764651592	1	0.999393542	66.63790099
GOTERM_CC_DIRECT	GO:0071212~subsynaptic reticulum	5	0.011258726	0.060874298	"SYND, SH3PX1, METRO, ALK, PAST1"	1705	8	8313	3.04728739	1	0.824837027	59.79254893
SMART	SM00034:CLECT	11	0.024769196	0.061085769	"LECTIN-28C, LECTIN-46CB, LECTIN-37DA, LECTIN-46CA, UIF, CG7763, CG14499, LECTIN-24DB, FW, CG4115, CG13086"	914	30	4557	1.828118162	1	0.972229217	58.46030845
GOTERM_CC_DIRECT	GO:0032589~neuron projection membrane	4	0.00900698	0.061759664	"DIP-ALPHA, DIP-GAMMA, DPR11, DPR10"	1705	5	8313	3.900527859	1	0.813586859	60.33895654
GOTERM_CC_DIRECT	GO:0005793~endoplasmic reticulum-Golgi intermediate compartment	4	0.00900698	0.061759664	"LOJ, ERGIC53, CG5484, CG14971"	1705	5	8313	3.900527859	1	0.813586859	60.33895654
GOTERM_BP_DIRECT	GO:0006465~signal peptide processing	5	0.011258726	0.061816337	"TWR, SPASE25, SPASE12, SPP, SPASE22-23"	1773	8	8604	3.032994924	1	0.999245314	67.32674824
GOTERM_MF_DIRECT	GO:0000062~fatty-acyl-CoA binding	10	0.022517451	0.062515696	"CG8814, ARC42, EGM, CG33713, CG17544, CG9547, ACOX57D-D, CG3902, CG17896, CG15829"	1643	25	7786	1.895556908	1	0.98744522	64.31920019
GOTERM_MF_DIRECT	GO:0008137~NADH dehydrogenase (ubiquinone) activity	10	0.022517451	0.062515696	"ND-30, ND-ASHI, ND-20, ND-B15, ND-13B, ND-24, ND-49, ND-MLRQ, ND-75, ND-51"	1643	25	7786	1.895556908	1	0.98744522	64.31920019
GOTERM_BP_DIRECT	GO:0051924~regulation of calcium ion transport	4	0.00900698	0.062537356	"STIM, CG42817, STJ, CG4587"	1773	5	8604	3.882233503	1	0.999036666	67.76415825
GOTERM_BP_DIRECT	GO:0007498~mesoderm development	19	0.042783157	0.062664073	"EYA, RHOL, MLC1, CG16719, STUMPS, UP, THS, BLOW, CG12896, MESO18E, ZASP66, ALK, MYO61F, CG1942, DPP, TX, CG43897, PRM, CG3987"	1773	61	8604	1.511525339	1	0.998715074	67.84045941
GOTERM_BP_DIRECT	GO:0007218~neuropeptide signaling pathway	18	0.040531412	0.063263301	"TKR99D, PROC-R, SIFAR, NPLP1, FMRFA, NPLP3, DH31, NPF, NPLP4, FMRFAR, CAPA, 7B2, PROC, SNPF, HUG, CCHA1, CCHA2, EH"	1773	57	8604	1.532460593	1	0.998407931	68.19897458
INTERPRO	"IPR013815:ATP-grasp fold, subdomain 1"	5	0.011258726	0.063523207	"ACC, SUCB, SYN, ADE3, CG2118"	1985	8	9553	3.007871537	1	0.966853613	68.20594912
INTERPRO	IPR023395:Mitochondrial carrier domain	13	0.029272686	0.065798787	"CG18327, MTCH, CG5254, CG7943, ARALAR1, SHAWN, MFRN, CG1907, CG5646, PMP34, UCP4A, SEA, SESB"	1985	37	9553	1.690911566	1	0.968399974	69.52820436
INTERPRO	IPR018108:Mitochondrial substrate/solute carrier	13	0.029272686	0.065798787	"CG18327, MTCH, CG5254, CG7943, ARALAR1, SHAWN, MFRN, CG1907, CG5646, PMP34, UCP4A, SEA, SESB"	1985	37	9553	1.690911566	1	0.968399974	69.52820436
GOTERM_MF_DIRECT	GO:0000287~magnesium ion binding	18	0.040531412	0.065816665	"CG32495, NMDMC, RNH1, CG13390, MIRO, NST, AWD, GSS, CG31729, GS1L, CG17027, CG9389, CG17029, NURF-38, PMM45A, CG6767, PGM, CN-IIIB"	1643	56	7786	1.523215373	1	0.987031992	66.27285643
GOTERM_MF_DIRECT	GO:0043021~ribonucleoprotein complex binding	5	0.011258726	0.066722265	"CG6724, SMG6, SBP2, CG4364, MTOR"	1643	8	7786	2.961807669	1	0.984428731	66.7910326
GOTERM_BP_DIRECT	GO:0030239~myofibril assembly	7	0.015762216	0.068870797	"MLC2, WUPA, UP, TN, ZASP66, PRM, MHC"	1773	15	8604	2.26463621	1	0.998832918	71.37610045
GOTERM_BP_DIRECT	GO:0009612~response to mechanical stimulus	7	0.015762216	0.068870797	"JBUG, EAS, TPI, PAIN, JRA, GAD1, SESB"	1773	15	8604	2.26463621	1	0.998832918	71.37610045
GOTERM_BP_DIRECT	GO:0007413~axonal fasciculation	7	0.015762216	0.068870797	"HSC70-4, FAS3, MMY, UZIP, ARP3, NRT, CON"	1773	15	8604	2.26463621	1	0.998832918	71.37610045
GOTERM_BP_DIRECT	GO:0007094~mitotic spindle assembly checkpoint	7	0.015762216	0.068870797	"SPINDLY, MAD1, ALPHATUB84B, BUBR1, MTOR, ALPHATUB85E, BUB3"	1773	15	8604	2.26463621	1	0.998832918	71.37610045
GOTERM_BP_DIRECT	GO:0048812~neuron projection morphogenesis	30	0.067552353	0.070200845	"EXO84, MAGE, CG6145, CG5890, CG8891, DSCAM2, LPR2, ALPHACOP, METRO, ALPHASNAP, RCP, VINC, CG31126, SEC23, TBPH, GAMMACOP, CG2656, ND-49, SCRAMB1, SEC61ALPHA, CG5484, SEC61BETA, CG4829, KANK, CG3703, SYT14, APPL, KLP64D, PIG-C, CG14535"	1773	108	8604	1.347997744	1	0.998671344	72.08447123
GOTERM_BP_DIRECT	GO:0040011~locomotion	11	0.024769196	0.07192719	"SCB, LARK, SYN1, UBE3A, FOXP, SYN2, TBPH, ATK, HIW, MHC, SESB"	1773	30	8604	1.779357022	1	0.998557131	72.97927322
INTERPRO	IPR013785:Aldolase-type TIM barrel	10	0.022517451	0.072337161	"CG1434, CG9674, CG18003, TOBI, CG8525, TPI, CG7997, CG3645, TALDO, MOCS1"	1985	26	9553	1.850997869	1	0.975964645	73.0448826
GOTERM_CC_DIRECT	GO:0045169~fusome	13	0.029272686	0.072431738	"PDI, MINO, CORA, L(1)G0320, SEC61ALPHA, PTC, CALR, RTNL1, SEC63, BETA-SPEC, TRAL, RAB11, TSP42EE"	1705	38	8313	1.667988887	1	0.848456577	66.40374981
GOTERM_BP_DIRECT	GO:0007166~cell surface receptor signaling pathway	18	0.040531412	0.072999191	"TSP42EF, TSP42EG, WGN, TSP42EH, TSP42EI, TSP42EL, TSP2A, TSP42EN, SNMP1, SGL, TM4SF, TSP42ER, TSP5D, LBM, TSP42EA, TSP42EB, MTHL5, TSP42EE"	1773	58	8604	1.506038859	1	0.998347012	73.52122818
UP_KEYWORDS	Heme	29	0.065300608	0.074224182	"CYP4S3, CYP4E2, CYP4E3, GYC88E, COX5A, PXN, CG11257, CYP6V1, SHD, CYP311A1, CG6870, CYP28D1, CYP12D1-D, CYP6A22, CYP6A20, CYP309A2, CYP309A1, CYP313A4, GLOB1, CYP4D8, CYP12D1-P, CYP313A1, CYP6A16, SDHD, CYP6A17, CYP12B2, CYP4G15, CG7280, CYP6W1"	2291	107	11424	1.35147285	1	0.507526898	65.15807228
KEGG_PATHWAY	dme00600:Sphingolipid metabolism	11	0.024769196	0.074562154	"GLCT-1, SK1, CG6962, CERK, CG7997, ECT3, SPT-I, CG11437, CG11438, CG3376, CDASE"	538	28	2402	1.753983006	0.999915274	0.334792244	58.96929891
GOTERM_CC_DIRECT	GO:0016459~myosin complex	8	0.018013961	0.075383807	"MLC-C, MLC2, D, MLC1, PRM, MYO61F, MYO95E, MHC"	1705	19	8313	2.0529094	1	0.847024075	67.92196883
GOTERM_BP_DIRECT	"GO:0006890~retrograde vesicle-mediated transport, Golgi to ER"	8	0.018013961	0.077020478	"COG3, CG31729, ALPHACOP, EPSILONCOP, RAB6, ZETACOP, KDELR, DELTACOP"	1773	19	8604	2.043280791	1	0.998554052	75.46424592
PIR_SUPERFAMILY	PIRSF000097:aldo-keto reductase	5	0.011258726	0.078944893	"CG10638, CG9436, CG6083, CG6084, CG10863"	194	7	743	2.735640648	0.999998491	0.998771776	63.06951608
UP_KEYWORDS	Actin-binding	17	0.038279667	0.080307832	"D, KEL, RAB6, ARP3, ACTN, MYO61F, MYO95E, BETA-SPEC, MHC, JBUG, ARPC3B, WUPA, TSR, FLR, VINC, FIM, CHER"	2291	56	11424	1.513749454	1	0.5272333	68.16114286
INTERPRO	IPR002068:Alpha crystallin/Hsp20 domain	6	0.013510471	0.083077741	"CG14207, CG13133, CG4461, L(2)EFL, HSP23, HSP67BA"	1985	12	9553	2.406297229	1	0.985225236	78.00438217
UP_SEQ_FEATURE	nucleotide phosphate-binding region:NAD	7	0.015762216	0.083242746	"IMPL3, GAPDH2, SGL, GALE, ADH, CG17896, CG15093"	561	16	2782	2.16956328	1	0.999836386	75.81934757
UP_KEYWORDS	Ion transport	45	0.10132853	0.084218288	"STIM, PPK30, TRPGAMMA, ATPSYNO, PPK10, NHE3, ORT, CNGB, MFRN, NACHRALPHA2, PPK, VHA36-3, INX7, CG12344, CG34396, NRV2, ATPSYNGAMMA, PORIN, HISCL1, CG32669, VHA36-1, ORCT2, VHA68-1, CG10864, CG7708, OATP58DC, PPK19, PPK3, PPK20, NACHRBETA2, PPK26, CLUMSY, IR25A, IRK3, LCCH3, RYR, SPOCK, GLURIA, CG7589, GLURIIA, PAIN, ATPSYNF, VHA14-1, SHAL, CG3822"	2291	180	11424	1.246617198	1	0.535875058	69.96282782
UP_KEYWORDS	Metalloprotease	15	0.033776177	0.084640913	"CG11771, CG7631, ANCE-3, CG44837, CG7791, CG5282, TACE, TIMP, CG6154, DPPIII, TLD, TOK, INVADOLYSIN, ANCE, CG4408"	2291	48	11424	1.558271497	1	0.528958327	70.15178015
GOTERM_BP_DIRECT	GO:0007431~salivary gland development	10	0.022517451	0.085505796	"SCB, ARL1, FKH, SAGE, DMT, SLV, H, TSH, HTL, RHO"	1773	27	8604	1.797330325	1	0.999132096	79.13191187
GOTERM_CC_DIRECT	GO:0043195~terminal bouton	13	0.029272686	0.085919673	"VMAT, SH3PX1, SYN, ALPHASNAP, ANK2, GUKH, EFHC1.1, VACHT, COMT, MTG, SNAP25, RAB11, FUSL"	1705	39	8313	1.625219941	1	0.872346424	72.83529079
UP_KEYWORDS	Lipoprotein	19	0.042783157	0.085938817	"TKR99D, ARL1, RHOL, DOP1R2, DOP1R1, RAS64B, CG44837, ALP4, SOG, CON, WNT2, CG8475, CG5282, WNT4, ARF102F, CG43324, RHEB, CG6154, RAB26"	2291	65	11424	1.457583185	1	0.526060347	70.72519854
COG_ONTOLOGY	Signal transduction mechanisms / Cytoskeleton / Cell division and chromosome partitioning / General function prediction only	9	0.020265706	0.086115901	"MLC1, SCF, CG7646, ELM, CG5890, SQH, ARALAR1, TPNC73F, TPNC47D"	255	22	1160	1.860962567	0.967351548	0.819311174	55.68411029
UP_KEYWORDS	Detoxification	5	0.011258726	0.086163213	"GSTD1, KRAKEN, GSTD7, GSTS1, GSTE14"	2291	9	11424	2.770260439	1	0.518718758	70.82329603
UP_KEYWORDS	Hydrolase	295	0.664264805	0.086723544	"CG15117, DIP-C, BETAGLU, USP15-31, JON66CII, CG18643, CG7997, AMY-D, UQCR-C1, JON25BI, AMY-P, ATP7, TLD, HEXO1, HEXO2, CG15771, CG8728, ADGF-C, CG44837, CG5527, CG8093, CG12256, CG1824, CG10214, CG31469, CG8353, INVADOLYSIN, YP1, YP2, CDASE, MRPL44, HAYAN, D, SER8, CG30289, CG30083, CG30287, PPT2, RM62, NOLO, CG8460, NURF-38, ANCE, IA-2, SWIM, MLE, CG30090, PTPMEG, MYO95E, CG7791, JHEH3, RPT5, CG15533, CG10339, CG1582, CG4678, TFIIFBETA, PTP36E, CG6675, CG17333, SPIRIT, CG6512, CG15739, CG6418, TOBI, CG9389, OKR, CG33346, FUR2, CG12091, DAMM, VHA68-1, USP14, CG11771, 26-29-P, CG32549, STV, CG9784, KRAKEN, NEP5, CG6428, JON25BII, VPS4, NEP1, NEP3, RAD50, EST-6, CG10357, PGRP-SB1, CANB, TIMP, CG4968, ALPHA-EST8, GRASS, ETATRY, ATPSYNG, CG14022, HSC70-5, MARF, HSC70-4, USP8, NMD, NTPASE, CG42335, TWR, CG5177, CG6041, DHX15, TWE, CG9186, DNAPOL-ALPHA180, CG31272, EYA, CG9451, SPN88EA, CDA4, CANA1, CG9953, CG11089, CG7685, ALP4, SPOCK, RNASEX25, CG31689, SPASE22-23, MHC, JON44E, CG17027, IDGF4, CG1882, CG33459, CG31683, CG17029, MUS308, USP47, CG30157, HLC, LMANIII, CG9272, LON, JHE, CG13397, CG6962, CG8539, SPASE12, LOH, CG7504, CG9672, MDR49, CG6154, CG14642, CG11437, SPP, CG11438, CG3264, JON99CI, CG10089, CG6951, CG16985, ANCE-3, HDAC11, LYSX, CG1637, CG5188, TUN, STE24B, VHAM9.7-A, PIG-S, CG8550, TACE, CG6656, CG9119, PMP70, CG3530, RECQ5, CG4901, BLM, CG6847, CG3156, CG2493, DHPD, SERP, MIRO, MAL-B2, IRBP, GS1L, VHA36-3, TIM9A, LMANI, CG6271, NRV2, TUDOR-SN, GEM3, CG4408, CG7631, CG43110, MAL-A4, CG5068, CG11668, CG16965, USP20-33, CG17065, FUCTA, BMM, CG2091, FASN2, GLU, CG9505, ABCB7, CALPA, CG5282, ME31B, PN, TRBD, UDE, GLS, ARMI, MTM, DPPIII, GLI, CG17477, AMYREL, RHO, CG31780, CG18477, CORIN, CG5246, CG6106, GCS2BETA, UCH, TREH, CG3376, VERM, CG4757, CG32750, CG18179, NMDMC, LMANVI, CG5355, NRT, ECT3, CG4752, SPN55B, CHT7, CG18180, CG5895, CG18563, CN-IIIB, DBP45A, CG2680, EDTP, CG14523, DCR-1, GXIVSPLA2, CG6225, ACPH-1, RNH1, COMT, RLUA-2, CG8891, CG32335, LDBR, HYDR1, AGBE, LIP1, LIP2, CG31729, CG17294, HAY, ENDOGI, CG14528, CG14529, DER-1, CG14526, CG40160, CG8520, CG14527, NLG1, CG7378, SPASE25, SMC5, FBP, MDR65, SMC2, SIRT2, CG13283, PUG, TOS, PGRP-SC1A, PGRP-SC1B, SP7, GRSM, CG14535, TOK, CG7382"	2291	1368	11424	1.07529846	1	0.513027647	71.06692273
GOTERM_CC_DIRECT	GO:0048471~perinuclear region of cytoplasm	20	0.045034902	0.087725325	"HRS, SH3PX1, PDI, HSC70-4, SQH, ALPHATUB84B, NHE3, MLF, PTC, ALPHATUB84D, KEBAB, MAPMODULIN, CRIF, GMF, L(2)EFL, TBPH, DIAP2, ATP7, CHER, RAB11"	1705	68	8313	1.434017595	1	0.866824283	73.60343707
KEGG_PATHWAY	dme00562:Inositol phosphate metabolism	14	0.031524431	0.090251746	"EDTP, PI4KIIALPHA, PI4KIIIALPHA, TPI, CG9784, INOS, PIS, CG17029, CG9389, MTM, CG6910, CG17896, CG3530, PI3K59F"	538	40	2402	1.562639405	0.999989298	0.379281715	66.2918334
INTERPRO	IPR001304:C-type lectin	11	0.024769196	0.091516356	"LECTIN-28C, LECTIN-46CB, LECTIN-37DA, LECTIN-46CA, UIF, CG7763, CG14499, LECTIN-24DB, FW, CG4115, CG13086"	1985	31	9553	1.707694808	1	0.989610628	81.28334007
GOTERM_BP_DIRECT	GO:0042331~phototaxis	7	0.015762216	0.091680968	"SLGA, AMPKALPHA, TIMP, CDM, SVP, RHEB, VHAM8.9"	1773	16	8604	2.123096447	1	0.999350397	81.4690195
GOTERM_CC_DIRECT	GO:0031430~M band	5	0.011258726	0.092251844	"ZORMIN, PGLYM78, UNC-89, TPI, PGK"	1705	9	8313	2.708699902	1	0.87000995	75.44109476
GOTERM_CC_DIRECT	"GO:0005786~signal recognition particle, endoplasmic reticulum targeting"	5	0.011258726	0.092251844	"SRP14, SRP68, SSRBETA, SRP72, TAPDELTA"	1705	9	8313	2.708699902	1	0.87000995	75.44109476
GOTERM_BP_DIRECT	GO:0006006~glucose metabolic process	5	0.011258726	0.093598906	"CG32444, GAPDH2, CG3552, CG10467, PGM"	1773	9	8604	2.695995488	1	0.999301159	82.14312222
GOTERM_BP_DIRECT	GO:0035218~leg disc development	5	0.011258726	0.093598906	"D, PAX, ELB, AL, AP"	1773	9	8604	2.695995488	1	0.999301159	82.14312222
GOTERM_BP_DIRECT	GO:0008543~fibroblast growth factor receptor signaling pathway	5	0.011258726	0.093598906	"STUMPS, THS, SGL, HTL, HS6ST"	1773	9	8604	2.695995488	1	0.999301159	82.14312222
GOTERM_BP_DIRECT	GO:0000003~reproduction	5	0.011258726	0.093598906	"CHOP24, ECA, BAI, P24-1, LOJ"	1773	9	8604	2.695995488	1	0.999301159	82.14312222
GOTERM_BP_DIRECT	"GO:0001963~synaptic transmission, dopaminergic"	5	0.011258726	0.093598906	"CG12290, DOP2R, DOP1R2, DOP1R1, MANF"	1773	9	8604	2.695995488	1	0.999301159	82.14312222
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	105	0.236433236	0.093807172	"WGN, CG4462, JHE, TM4SF, DSCAM2, CNGB, CG15279, CG4168, VMAT, OCTBETA3R, CG1208, RH50, MDR49, CG10960, ATP7, CG11437, CG11438, CG7708, DAT, TSP42EF, TSP42EG, TSP42EH, TSP42EI, TSP42EL, VACHT, TSP42EN, IRK3, CG14855, TSP42ER, GABA-B-R2, CG4459, DIP-ALPHA, HAF, TSP42EA, TSP42EB, TSP42EE, KEK3, ZIP71B, DPR9, DPR8, CG9702, TSP5D, DIP-GAMMA, LIST, CG32669, INE, BDL, CG9706, CADN2, SSK, CG6006, CG10339, GLI, CG9717, SLC5A11, OATP30B, DPR19, DPR11, DIP-ETA, CG6723, 5-HT2A, TUTL, LBM, CG17036, CG8249, ORCT2, CG10864, CG4757, TKR99D, CG2698, DOP1R2, DOP1R1, PTC, NRT, OCT-TYRR, 5-HT1A, EST-6, 5-HT1B, SMO, FAS3, SIFAR, CAD89D, DOP2R, TRPGAMMA, CG31103, TSP2A, ESYT2, FMRFAR, CG3690, BOSS, SEV, CG34396, CG42235, OATP58DC, PROC-R, CG31272, CG4630, CG5687, DRL, SPOCK, CG7084, CG7896, CG9657, AKHR, CG7497"	1705	451	8313	1.135131445	1	0.864201528	76.04451657
UP_KEYWORDS	Lyase	30	0.067552353	0.094548966	"CG9272, CG6984, GYC88E, GYCBETA100B, AC78C, GSTD1, CG8129, CG1402, CAH2, GAD1, CG42514, CG5618, MOCS1, ODC1, CG1486, AC3, CG33260, CG8525, ODC2, GMD, IRP-1B, L(1)G0255, IRP-1A, ATPCL, CG5379, CG10184, CG9510, PR, ADSL, SAMDC"	2291	114	11424	1.312228629	1	0.537124843	74.27814996
INTERPRO	"IPR000884:Thrombospondin, type 1 repeat"	7	0.015762216	0.09480451	"CG30203, NOLO, PPN, CG17739, MSPO, CG42339, LOH"	1985	16	9553	2.105510076	1	0.990369135	82.4315286
INTERPRO	IPR006575:RWD domain	5	0.011258726	0.096034801	"CG30338, CG1582, GCN2, CG15605, CG10343"	1985	9	9553	2.673663588	1	0.990068607	82.84380267
INTERPRO	"IPR017975:Tubulin, conserved site"	5	0.011258726	0.096034801	"ALPHATUB84B, BETATUB60D, ALPHATUB85E, BETATUB97EF, ALPHATUB84D"	1985	9	9553	2.673663588	1	0.990068607	82.84380267
INTERPRO	"IPR001589:Actinin-type, actin-binding, conserved site"	5	0.011258726	0.096034801	"JBUG, FIM, ACTN, CHER, BETA-SPEC"	1985	9	9553	2.673663588	1	0.990068607	82.84380267
GOTERM_BP_DIRECT	GO:0048193~Golgi vesicle transport	8	0.018013961	0.098268826	"CHOP24, ECA, BAI, P24-1, SAU, RINT1, LOJ, SYX6"	1773	20	8604	1.941116751	1	0.999398601	83.68907098
GOTERM_BP_DIRECT	GO:0006096~glycolytic process	8	0.018013961	0.098268826	"PGLYM78, CG7059, TPI, GAPDH2, PGI, CG1544, PFK, PGK"	1773	20	8604	1.941116751	1	0.999398601	83.68907098
INTERPRO	IPR013098:Immunoglobulin I-set	19	0.042783157	0.099428804	"PVR, CG14964, CG33543, DSCAM2, DPR11, HBS, PXN, DPR10, DIP-ALPHA, NOLO, DIP-ETA, ZORMIN, PPN, UNC-89, STRN-MLCK, TUTL, ROBO3, KEK3, BDL"	1985	64	9553	1.42873898	1	0.99081409	83.93436835
UP_KEYWORDS	Cell junction	24	0.054041882	0.099510869	"NACHRBETA2, SSK, CLUMSY, TSP2A, RAB6, LCCH3, CORA, FER, ORT, ARM, NACHRALPHA2, GLURIA, CADPS, HOOK, SYN, INX7, CG7589, LBM, CG12344, GLURIIA, VINC, HISCL1, SNAP25, CG3822"	2291	88	11424	1.359946034	1	0.548528676	76.13966655
